GivenName,Surname,Gender,Age,Kilograms,Centimeters,BloodType,StateFull
Ana,Cunha,female,23,78.3,156,O-,Goiás
Emily,Santos,female,36,85.4,159,A-,Minas Gerais
Paulo,Oliveira,male,67,94.1,172,A+,Mato Grosso do Sul
Lara,Costa,female,64,56.6,165,A+,Minas Gerais
Evelyn,Lima,female,52,77.5,153,B+,Bahia
Marina,Goncalves,female,48,65.7,166,O+,Ceará
Luiza,Cardoso,female,30,93.6,171,B+,Distrito Federal
Gustavo,Rocha,male,59,71.4,187,B-,Santa Catarina
Amanda,Dias,female,32,73.2,165,AB+,Ceará
Laura,Rodrigues,female,84,68.1,166,O+,Espírito Santo
Luís,Silva,male,42,96.4,184,A+,São Paulo
Matilde,Goncalves,female,58,62.5,167,AB+,São Paulo
Rebeca,Gomes,female,62,97.7,153,O+,São Paulo
Clara,Rocha,female,64,101.3,153,AB+,São Paulo
Emily,Ribeiro,female,25,88.4,156,O+,São Paulo
Miguel,Cardoso,male,19,74.5,179,B+,Rio de Janeiro
Diogo,Martins,male,23,93.5,169,O+,São Paulo
Caio,Costa,male,67,101.1,165,A+,São Paulo
Aline,Pinto,female,24,91.9,158,A+,Mato Grosso do Sul
Luiz,Alves,male,72,72.5,177,O-,Espírito Santo
Diogo,Lima,male,29,95.8,183,A+,Rio de Janeiro
Alice,Silva,female,42,84.0,165,O+,Minas Gerais
Martim,Ferreira,male,69,99.7,164,A+,Distrito Federal
Kai,Rocha,male,60,76.3,187,O+,Paraíba
Fábio,Pereira,male,77,65.1,180,B-,São Paulo
Luiz,Lima,male,25,71.4,183,A+,São Paulo
Nicolas,Lima,male,43,115.8,171,B+,Goiás
Antônio,Cunha,male,25,87.6,181,O+,Minas Gerais
Marcos,Cunha,male,72,61.0,170,A+,Mato Grosso do Sul
Gabrielly,Sousa,female,77,89.8,157,A+,Goiás
Livia,Dias,female,84,82.1,160,O+,Pernambuco
Letícia,Pinto,female,45,95.0,165,O+,Paraná
Estevan,Cardoso,male,21,104.3,170,O+,São Paulo
Bruno,Rocha,male,63,95.0,177,A+,Sergipe
Sophia,Ribeiro,female,74,68.3,169,O+,Bahia
Luana,Pereira,female,26,68.9,154,O+,São Paulo
Kai,Barbosa,male,79,100.1,162,AB+,Santa Catarina
Eduarda,Azevedo,female,53,88.8,170,B+,Minas Gerais
Davi,Costa,male,66,88.5,181,O+,Minas Gerais
Beatrice,Melo,female,51,75.4,170,O-,Distrito Federal
Igor,Alves,male,42,94.9,170,A+,São Paulo
Rafael,Goncalves,male,30,86.6,173,O+,Bahia
Gabriela,Martins,female,76,80.9,152,A+,Minas Gerais
Fernanda,Sousa,female,78,86.1,150,O+,Rio Grande do Sul
Anna,Souza,female,30,59.0,154,A+,São Paulo
João,Pereira,male,74,90.8,168,A+,Rio de Janeiro
Giovanna,Gomes,female,54,54.5,157,AB+,São Paulo
Davi,Costa,male,34,111.0,170,A+,São Paulo
Matilde,Cunha,female,45,75.7,164,O+,Bahia
Ryan,Rodrigues,male,53,83.9,175,B+,São Paulo
Laura,Barbosa,female,38,58.9,158,O+,São Paulo
Julia,Pereira,female,55,74.1,172,O+,Alagoas
Diogo,Silva,male,23,93.0,189,O+,São Paulo
Giovanna,Correia,female,51,53.4,165,B+,Rio de Janeiro
Samuel,Melo,male,76,99.7,183,O+,Minas Gerais
Daniel,Goncalves,male,21,81.4,173,O+,São Paulo
Giovana,Costa,female,28,93.7,158,O+,São Paulo
Julia,Araujo,female,48,54.9,166,O+,Espírito Santo
Larissa,Gomes,female,49,52.6,174,A+,Pernambuco
Daniel,Pinto,male,68,63.7,165,A+,Santa Catarina
Sarah,Alves,female,35,66.0,168,B+,Rio Grande do Sul
Lucas,Oliveira,male,67,95.3,179,A+,Ceará
Gabrielle,Fernandes,female,85,60.4,167,O+,São Paulo
Emilly,Correia,female,75,54.9,169,O+,Pernambuco
Giovanna,Fernandes,female,39,92.4,163,O-,São Paulo
Vinícius,Lima,male,31,64.9,179,B+,Minas Gerais
Vitor,Dias,male,34,69.2,183,O-,Paraná
Leonardo,Lima,male,65,65.8,167,O+,Rio de Janeiro
Vitoria,Sousa,female,53,72.7,159,O+,Goiás
Julian,Castro,male,61,62.4,183,B+,Rio de Janeiro
Beatrice,Pinto,female,35,86.7,170,O-,São Paulo
Mateus,Sousa,male,81,87.0,173,O+,São Paulo
João,Alves,male,46,87.7,172,A+,Amazonas
Cauã,Fernandes,male,67,82.9,174,O+,São Paulo
Maria,Cavalcanti,female,66,57.6,170,O-,Bahia
Carlos,Sousa,male,55,79.3,184,A+,Paraná
Carolina,Pereira,female,28,58.9,166,O+,São Paulo
Kai,Barros,male,75,100.9,183,B+,São Paulo
Tiago,Araujo,male,43,88.2,172,A+,Rio Grande do Sul
Kauan,Oliveira,male,75,61.6,169,B+,São Paulo
Pedro,Castro,male,23,64.0,168,A+,Goiás
Gabrielly,Dias,female,62,88.9,161,O+,Rio Grande do Sul
Luana,Almeida,female,59,69.7,167,O+,São Paulo
Tânia,Araujo,female,49,89.6,170,B+,Goiás
Vinicius,Pinto,male,70,83.5,180,O+,Mato Grosso do Sul
Cauã,Rocha,male,60,72.6,173,AB+,São Paulo
Otávio,Cunha,male,78,68.6,168,A+,Rio de Janeiro
Carlos,Castro,male,80,99.7,181,O+,São Paulo
Luis,Azevedo,male,70,84.2,174,B+,Minas Gerais
Nicolas,Azevedo,male,76,86.7,180,O+,São Paulo
Caio,Dias,male,56,102.9,168,A+,Amazonas
Vitória,Cunha,female,55,63.5,157,A+,Rio Grande do Sul
Tânia,Santos,female,49,78.3,165,A+,Pernambuco
Leonardo,Gomes,male,34,79.7,174,AB+,Alagoas
Vitór,Cavalcanti,male,31,77.4,187,O-,São Paulo
Gabriel,Pereira,male,82,62.4,173,O+,São Paulo
Carla,Cardoso,female,23,50.0,166,A+,Pernambuco
Emilly,Goncalves,female,40,101.8,156,O+,Santa Catarina
Cauã,Pinto,male,82,68.7,169,A+,Ceará
Ana,Costa,female,66,70.7,164,O+,Espírito Santo
Miguel,Martins,male,28,76.1,180,O+,Rio de Janeiro
Eduarda,Pereira,female,37,93.9,159,B+,São Paulo
Júlia,Martins,female,33,66.3,159,B+,Paraíba
Vitór,Martins,male,38,73.0,185,O+,Piauí
Giovana,Ferreira,female,58,96.1,164,O+,Rio Grande do Norte
Victor,Almeida,male,45,90.5,175,O+,Rio de Janeiro
Alice,Araujo,female,37,98.7,170,A+,São Paulo
Ágatha,Sousa,female,21,61.0,161,AB+,Minas Gerais
Tiago,Araujo,male,28,81.2,189,O+,Bahia
Leonor,Goncalves,female,37,102.2,170,O+,Ceará
Kauan,Cunha,male,19,57.7,168,O+,Rio Grande do Norte
Matheus,Barbosa,male,81,96.5,164,B+,Minas Gerais
Kauã,Araujo,male,22,102.7,169,A+,Minas Gerais
Julieta,Sousa,female,54,52.2,163,B+,Alagoas
Marina,Goncalves,female,53,53.2,174,A+,Espírito Santo
Luiz,Barros,male,20,75.8,169,A+,Alagoas
Raissa,Araujo,female,40,57.2,162,A+,Rio de Janeiro
Sarah,Dias,female,34,78.7,160,A+,Paraná
Rafael,Pereira,male,54,70.5,183,O+,Alagoas
Bruno,Oliveira,male,58,67.7,177,O+,Rio Grande do Sul
Vinícius,Correia,male,59,113.9,186,A+,Rio de Janeiro
Vitória,Pinto,female,82,69.7,155,A+,Rio Grande do Sul
Ágatha,Rodrigues,female,39,66.1,155,O+,Minas Gerais
Victor,Araujo,male,56,110.5,186,O+,Ceará
Beatriz,Azevedo,female,41,55.8,162,O+,Goiás
Igor,Santos,male,77,71.9,170,B+,Rio de Janeiro
Anna,Ferreira,female,69,76.6,165,A+,Goiás
Giovanna,Ribeiro,female,74,68.0,155,A+,Pará
Kaua,Gomes,male,84,85.3,165,A+,Paraná
Gabrielly,Sousa,female,49,73.9,174,B+,Amazonas
Beatrice,Dias,female,56,64.6,172,O+,São Paulo
José,Ribeiro,male,82,99.4,165,A+,São Paulo
Antônio,Pereira,male,27,71.1,187,B+,São Paulo
Joao,Pinto,male,55,76.3,179,B+,Amazonas
Gabriel,Almeida,male,76,78.9,178,O+,Espírito Santo
Pedro,Costa,male,33,81.9,180,B+,Bahia
Evelyn,Dias,female,84,71.8,167,A+,Minas Gerais
Estevan,Silva,male,63,111.3,165,O+,São Paulo
Luana,Cardoso,female,42,86.1,155,B+,Distrito Federal
Felipe,Ferreira,male,66,108.1,182,A+,Pará
Alice,Sousa,female,60,81.9,173,O+,São Paulo
Clara,Oliveira,female,33,70.1,175,A+,São Paulo
Amanda,Pinto,female,47,54.4,163,A+,São Paulo
Isabelle,Souza,female,39,92.3,165,A+,São Paulo
Luana,Barros,female,54,92.1,154,B+,Ceará
Larissa,Almeida,female,27,68.9,159,B-,São Paulo
Eduarda,Cavalcanti,female,30,76.1,159,A+,São Paulo
Vitória,Ferreira,female,52,80.4,154,A+,São Paulo
Antônio,Silva,male,80,70.4,176,O+,São Paulo
Rodrigo,Azevedo,male,85,98.0,178,B+,Santa Catarina
Kauã,Rodrigues,male,52,113.6,177,B+,Pará
Giovanna,Rodrigues,female,67,78.8,161,O+,Pará
Kaua,Almeida,male,44,84.0,182,A-,Distrito Federal
Gabrielly,Azevedo,female,33,91.9,161,O+,São Paulo
Diego,Ribeiro,male,26,69.0,188,A+,Pará
Tânia,Rocha,female,63,93.9,167,A+,Pernambuco
Larissa,Sousa,female,82,68.1,157,A+,Rio de Janeiro
Luiz,Costa,male,81,60.0,174,AB-,Goiás
Otávio,Cunha,male,49,112.0,173,O+,Minas Gerais
Giovana,Correia,female,30,48.4,172,O-,Alagoas
Erick,Alves,male,48,96.7,181,B+,São Paulo
Otávio,Barros,male,34,72.9,175,B+,São Paulo
Rodrigo,Cunha,male,75,78.6,173,A+,Pará
Evelyn,Fernandes,female,50,92.7,158,O+,Rio de Janeiro
Livia,Fernandes,female,46,56.7,164,B+,São Paulo
Sofia,Carvalho,female,50,54.3,174,O+,Rio Grande do Sul
Lavinia,Gomes,female,37,49.7,175,B+,Paraná
Douglas,Cunha,male,42,83.2,179,B+,Ceará
João,Ferreira,male,42,78.4,173,O+,Ceará
Vinícius,Santos,male,57,78.3,185,A+,Sergipe
Miguel,Araujo,male,40,105.3,179,O+,Minas Gerais
Luiza,Carvalho,female,54,62.3,167,O+,Rio Grande do Sul
Bruna,Barros,female,72,72.0,161,O+,Paraná
Rebeca,Oliveira,female,72,49.4,158,AB+,Mato Grosso do Sul
Mariana,Melo,female,47,101.0,173,A+,Pernambuco
Douglas,Souza,male,68,63.3,174,O-,São Paulo
Douglas,Ferreira,male,19,54.9,186,O+,São Paulo
Felipe,Fernandes,male,37,83.9,189,B+,Ceará
Rafael,Cunha,male,24,84.9,180,O-,Paraná
Gabrielle,Araujo,female,66,98.0,169,B+,Amazonas
Tomás,Pinto,male,29,82.3,173,A+,Goiás
Pedro,Sousa,male,30,75.7,189,O+,São Paulo
Kauan,Barros,male,74,98.2,165,B+,São Paulo
Enzo,Martins,male,74,85.5,181,O+,São Paulo
Camila,Barbosa,female,29,57.1,157,B+,Pernambuco
Daniel,Barros,male,51,69.5,188,A+,Mato Grosso do Sul
Nicolas,Pereira,male,21,84.5,170,A+,Paraíba
Samuel,Araujo,male,84,61.5,176,AB+,Paraná
Thiago,Silva,male,56,76.5,184,O+,Minas Gerais
Emilly,Rocha,female,27,82.5,156,B+,Minas Gerais
Cauã,Pereira,male,38,88.4,174,O-,Pernambuco
José,Silva,male,24,74.1,167,A+,Mato Grosso do Sul
Leonor,Almeida,female,78,91.5,155,B+,São Paulo
Mateus,Ribeiro,male,60,99.8,168,A+,Goiás
Gustavo,Sousa,male,35,62.7,181,AB+,Minas Gerais
Larissa,Rodrigues,female,40,101.8,171,O+,Pernambuco
Joao,Pinto,male,45,69.3,186,A+,Rio de Janeiro
Letícia,Pinto,female,64,64.8,156,A+,São Paulo
Matilde,Souza,female,67,55.9,171,B+,São Paulo
Eduardo,Cavalcanti,male,39,82.2,167,B+,Bahia
Emily,Barbosa,female,85,93.8,160,B+,São Paulo
Julieta,Pinto,female,82,64.3,168,B+,São Paulo
Beatriz,Gomes,female,41,53.9,155,A-,São Paulo
Marisa,Souza,female,21,61.2,164,A+,São Paulo
João,Goncalves,male,51,67.6,185,A+,Paraná
Matheus,Carvalho,male,32,107.7,186,A+,São Paulo
Sophia,Santos,female,76,81.3,160,O-,Espírito Santo
Nicolash,Barros,male,55,64.3,171,O+,Paraná
Joao,Pinto,male,50,104.1,182,O+,Distrito Federal
Vinícius,Castro,male,65,64.9,170,O+,Rio Grande do Sul
Carlos,Rocha,male,45,83.2,173,O+,Minas Gerais
Giovana,Pinto,female,83,66.0,167,B+,São Paulo
Luis,Cavalcanti,male,73,68.0,168,A+,São Paulo
Manuela,Azevedo,female,42,71.1,173,A-,Pernambuco
Evelyn,Pinto,female,61,80.8,170,O+,São Paulo
Júlio,Goncalves,male,84,61.6,183,O+,São Paulo
Júlio,Dias,male,81,86.1,168,A+,Distrito Federal
Pedro,Lima,male,70,105.8,166,B+,São Paulo
Isabelle,Correia,female,84,92.1,163,B+,Minas Gerais
Júlio,Martins,male,59,80.0,187,O+,Minas Gerais
Luan,Azevedo,male,37,89.4,187,B+,Rio Grande do Sul
Gabrielly,Costa,female,81,88.6,166,B+,Pará
Fernanda,Souza,female,30,96.6,164,B+,Pernambuco
Tiago,Martins,male,67,63.8,180,O+,São Paulo
Victor,Ferreira,male,57,65.8,174,A+,São Paulo
Davi,Silva,male,62,73.7,176,B+,Piauí
Thaís,Sousa,female,79,49.9,154,A+,Pernambuco
Kauan,Martins,male,47,83.4,169,A+,Minas Gerais
Raissa,Araujo,female,64,90.3,167,B+,Distrito Federal
Diego,Castro,male,56,86.8,181,O-,Rio de Janeiro
Bianca,Pinto,female,30,99.6,158,O+,Paraná
Erick,Ribeiro,male,76,77.5,181,A+,Santa Catarina
Alice,Sousa,female,22,51.5,159,A+,Pernambuco
Tiago,Silva,male,31,81.3,181,B+,São Paulo
Kai,Correia,male,54,92.2,179,A+,Ceará
Martim,Castro,male,80,86.7,181,A+,Rio de Janeiro
Eduardo,Gomes,male,27,75.2,177,B+,Distrito Federal
Tiago,Costa,male,78,70.2,164,O+,São Paulo
Cauã,Sousa,male,34,111.6,184,B+,Santa Catarina
Aline,Correia,female,19,44.9,151,A+,Goiás
Letícia,Martins,female,46,104.8,154,B+,Maranhão
Alice,Melo,female,29,50.3,155,B+,Minas Gerais
Otávio,Dias,male,39,112.9,169,O+,Ceará
Sarah,Almeida,female,84,75.7,152,A+,Minas Gerais
Sophia,Castro,female,34,90.7,164,B+,Minas Gerais
Larissa,Cardoso,female,60,60.9,173,O+,São Paulo
Emilly,Pereira,female,69,61.2,168,B+,São Paulo
Ryan,Rocha,male,80,100.2,165,A+,Pernambuco
Giovana,Cunha,female,84,77.4,168,A-,São Paulo
Vitoria,Costa,female,21,64.8,159,O+,São Paulo
Daniel,Rocha,male,73,74.3,167,A+,Goiás
Vitoria,Azevedo,female,83,77.3,160,O+,Mato Grosso
Nicole,Pinto,female,22,86.0,162,O+,São Paulo
Isabella,Lima,female,71,76.7,168,B+,São Paulo
Davi,Alves,male,26,101.6,186,B+,Rio de Janeiro
Leonor,Santos,female,33,99.2,156,A-,São Paulo
Emily,Oliveira,female,30,49.0,163,B+,Rio de Janeiro
Mariana,Melo,female,46,99.5,153,O+,São Paulo
Luís,Cunha,male,27,94.5,181,O+,São Paulo
Emilly,Souza,female,40,81.6,172,B+,Rio Grande do Sul
Sarah,Barbosa,female,20,72.0,173,A+,Rio de Janeiro
Breno,Araujo,male,64,79.5,179,A+,Pará
José,Correia,male,34,82.0,169,O+,Pará
Vinícius,Dias,male,74,93.7,176,B+,Tocantins
Vitória,Almeida,female,54,70.6,158,O-,Rio Grande do Sul
Rafaela,Lima,female,28,88.3,174,A+,Goiás
Mariana,Fernandes,female,56,92.8,161,A+,São Paulo
Alex,Cardoso,male,28,75.8,170,O+,Bahia
Rafaela,Pinto,female,60,65.0,165,B+,Paraná
Alex,Fernandes,male,81,70.2,162,O+,São Paulo
Kauê,Oliveira,male,31,108.3,176,A+,Pernambuco
Matilde,Cardoso,female,82,81.7,158,O+,Ceará
Matilde,Rocha,female,79,107.6,163,A+,Espírito Santo
Luis,Santos,male,78,64.4,175,O-,Minas Gerais
Guilherme,Martins,male,52,95.0,184,B+,Santa Catarina
Isabella,Goncalves,female,59,61.4,167,O+,São Paulo
Júlia,Goncalves,female,59,89.0,154,A+,Distrito Federal
Lara,Pereira,female,36,79.4,174,O-,São Paulo
Danilo,Azevedo,male,65,86.8,171,A+,São Paulo
Vinicius,Barros,male,84,77.8,183,O-,São Paulo
Vitór,Alves,male,29,95.6,172,A+,São Paulo
Luís,Carvalho,male,36,74.4,185,O+,Rio de Janeiro
Evelyn,Barros,female,37,77.8,154,A+,Ceará
Renan,Ribeiro,male,66,86.6,170,B+,Bahia
Melissa,Cardoso,female,82,49.3,170,O-,São Paulo
Joao,Martins,male,62,80.6,170,A+,São Paulo
Rafael,Araujo,male,52,74.1,183,A+,São Paulo
Lucas,Barbosa,male,28,103.0,182,A+,São Paulo
Melissa,Almeida,female,63,96.3,156,A+,São Paulo
Letícia,Carvalho,female,29,65.3,165,A+,Paraíba
Marcos,Carvalho,male,26,78.6,181,O+,Santa Catarina
Gabrielly,Oliveira,female,67,86.5,163,B+,Pernambuco
Tiago,Almeida,male,21,105.9,178,O-,São Paulo
Matheus,Goncalves,male,57,102.4,172,O+,Rio Grande do Sul
Luana,Barbosa,female,65,55.2,170,B+,Pernambuco
Letícia,Alves,female,44,94.6,162,B+,São Paulo
Douglas,Araujo,male,40,107.8,171,O+,Minas Gerais
Kauan,Azevedo,male,82,95.2,173,O+,Amazonas
Ana,Alves,female,23,53.7,159,O-,Ceará
Isabelle,Pereira,female,83,72.4,157,O+,São Paulo
Thiago,Alves,male,49,114.0,170,A+,São Paulo
Beatrice,Goncalves,female,77,71.9,154,O+,Bahia
Tânia,Lima,female,26,67.0,166,B+,Minas Gerais
Beatrice,Melo,female,35,77.3,158,B+,Rio de Janeiro
Murilo,Carvalho,male,60,93.4,184,O+,Minas Gerais
Tomás,Goncalves,male,50,76.7,177,A+,Tocantins
Brenda,Sousa,female,50,96.9,160,A+,Paraná
Diego,Alves,male,55,73.9,177,O+,Paraná
Livia,Ribeiro,female,56,63.7,159,O+,Rio Grande do Sul
Bruno,Fernandes,male,72,94.0,182,O+,Rio de Janeiro
Tiago,Dias,male,37,93.8,189,O+,São Paulo
Laura,Fernandes,female,22,91.5,155,A+,Rio de Janeiro
Letícia,Pereira,female,51,55.4,162,A+,São Paulo
Erick,Fernandes,male,56,89.1,185,B+,São Paulo
Beatrice,Araujo,female,61,93.2,155,O+,Paraná
Erick,Pereira,male,35,90.1,169,B+,Espírito Santo
Melissa,Ribeiro,female,82,63.3,158,B+,Paraná
Laura,Azevedo,female,68,83.5,171,B+,Maranhão
Pedro,Cavalcanti,male,36,85.4,182,A-,Rio Grande do Sul
Vitoria,Dias,female,66,99.7,162,A+,São Paulo
Joao,Carvalho,male,28,98.5,174,B+,São Paulo
Nicolash,Azevedo,male,55,110.5,183,O+,Bahia
Gabriela,Almeida,female,61,73.2,157,A+,São Paulo
João,Pinto,male,30,102.5,177,B+,Amazonas
Maria,Almeida,female,82,59.6,151,A+,São Paulo
Beatrice,Fernandes,female,61,60.7,156,O+,Pernambuco
Matheus,Carvalho,male,76,71.7,170,O+,São Paulo
Kai,Oliveira,male,43,102.2,180,AB+,Rio de Janeiro
Alice,Pinto,female,79,81.1,164,A+,Distrito Federal
Thiago,Barbosa,male,30,98.2,189,B+,São Paulo
Alice,Goncalves,female,31,84.7,160,O+,São Paulo
Anna,Almeida,female,51,73.4,169,A-,São Paulo
Gabrielle,Melo,female,60,79.4,165,O-,São Paulo
Evelyn,Pereira,female,25,55.0,167,O-,Maranhão
Estevan,Ribeiro,male,37,88.7,170,A+,Paraná
Rodrigo,Sousa,male,29,110.5,190,A+,São Paulo
Ryan,Lima,male,75,84.9,168,A+,Paraná
Luiza,Cardoso,female,70,84.0,160,O+,São Paulo
Rafael,Barbosa,male,30,68.5,174,B+,Paraíba
Julia,Goncalves,female,28,94.8,171,B+,São Paulo
Kauê,Barbosa,male,37,114.0,174,O+,Minas Gerais
Leonor,Silva,female,48,84.3,171,O+,São Paulo
Carla,Pinto,female,50,58.9,165,B+,Rio de Janeiro
Júlio,Costa,male,75,70.6,164,A+,São Paulo
Aline,Cunha,female,73,78.2,170,A+,Pernambuco
Kauã,Cardoso,male,33,91.5,189,A+,São Paulo
Emily,Ribeiro,female,44,104.2,172,B+,Minas Gerais
Maria,Santos,female,55,74.1,165,O+,Bahia
Kaua,Ribeiro,male,77,63.9,170,A+,Goiás
Sofia,Costa,female,62,63.7,158,A+,Rio de Janeiro
Vinícius,Cavalcanti,male,37,89.0,171,O+,São Paulo
Samuel,Lima,male,74,76.9,169,A+,Rio de Janeiro
Luis,Castro,male,65,82.9,166,O+,Minas Gerais
Tomás,Silva,male,81,65.1,172,AB+,São Paulo
Mateus,Santos,male,76,99.5,174,B+,São Paulo
Melissa,Alves,female,21,57.5,165,B+,Pernambuco
Clara,Pereira,female,80,107.0,169,B+,São Paulo
Pedro,Sousa,male,42,78.3,179,O+,Goiás
Mateus,Castro,male,23,86.4,185,O+,São Paulo
Lavinia,Goncalves,female,64,97.1,161,O+,Rio Grande do Norte
Sophia,Cardoso,female,46,51.3,168,O+,São Paulo
Amanda,Araujo,female,41,82.0,168,O+,Distrito Federal
Marina,Martins,female,27,81.0,160,A+,Rio Grande do Sul
Sofia,Azevedo,female,51,81.1,166,B+,São Paulo
Carla,Gomes,female,79,97.1,165,B+,Paraná
Igor,Cunha,male,79,60.5,165,O+,Rio de Janeiro
Thaís,Costa,female,34,92.7,170,B+,São Paulo
Luana,Goncalves,female,73,91.7,157,O+,São Paulo
Leonardo,Castro,male,21,107.6,187,O+,Pernambuco
Thiago,Cunha,male,81,63.5,173,O+,São Paulo
Paulo,Martins,male,83,61.3,173,O+,Paraná
Manuela,Araujo,female,58,80.0,163,B+,Paraíba
Nicolas,Correia,male,43,102.5,173,B+,São Paulo
Laura,Cunha,female,52,97.1,155,A-,Pernambuco
Lara,Cardoso,female,22,87.5,157,A+,São Paulo
Gustavo,Souza,male,81,101.8,167,O+,Pernambuco
Matheus,Martins,male,55,64.2,188,AB+,Piauí
Leonardo,Souza,male,54,76.4,184,A+,Mato Grosso
Isabella,Rocha,female,79,71.1,150,A+,Rio de Janeiro
Marcos,Castro,male,49,88.5,178,B+,São Paulo
João,Ferreira,male,33,97.5,176,O+,Pernambuco
Vinícius,Alves,male,79,67.0,178,O+,São Paulo
Aline,Barbosa,female,71,60.7,159,O+,Pernambuco
Eduarda,Martins,female,62,72.3,171,O-,Rio de Janeiro
Rafaela,Rocha,female,26,61.1,170,A+,São Paulo
Leonardo,Ribeiro,male,23,77.0,175,A+,Rio de Janeiro
Vitór,Barros,male,44,95.7,170,B+,Mato Grosso do Sul
Luan,Cunha,male,81,100.1,174,A+,Paraíba
Tiago,Melo,male,38,109.1,185,O+,Paraná
Isabelle,Costa,female,30,76.1,163,B+,Minas Gerais
Marina,Fernandes,female,73,58.1,153,O+,Minas Gerais
Maria,Almeida,female,77,72.0,162,B+,Rio de Janeiro
Luana,Barbosa,female,36,64.2,169,A+,Rio de Janeiro
Fábio,Cavalcanti,male,19,88.7,176,B+,Rio de Janeiro
Douglas,Cunha,male,27,69.5,169,B+,Paraná
Giovanna,Cardoso,female,23,73.9,175,B+,São Paulo
Alex,Goncalves,male,85,99.6,175,A+,Rio de Janeiro
Luis,Costa,male,29,84.0,181,B+,Minas Gerais
Diego,Cardoso,male,83,71.8,171,B+,Minas Gerais
Julian,Cardoso,male,83,85.0,173,O+,São Paulo
Alice,Almeida,female,39,104.8,154,B+,Maranhão
Eduardo,Araujo,male,68,63.3,183,O+,São Paulo
Thaís,Goncalves,female,47,77.3,158,AB-,Amazonas
Marisa,Araujo,female,40,58.5,163,O+,Espírito Santo
Lavinia,Araujo,female,70,73.4,170,A+,São Paulo
Alice,Lima,female,65,58.9,158,B+,Mato Grosso
Gabriela,Pereira,female,29,72.1,157,O+,Paraná
Diego,Martins,male,84,87.8,181,A-,São Paulo
Nicole,Gomes,female,62,100.2,161,O+,Espírito Santo
Pedro,Gomes,male,70,89.0,168,B+,Goiás
Eduardo,Oliveira,male,54,68.8,170,A+,São Paulo
Anna,Melo,female,60,99.3,152,B+,Pernambuco
Daniel,Ribeiro,male,82,89.6,181,O+,Rio de Janeiro
João,Carvalho,male,35,103.1,177,A+,Distrito Federal
Giovanna,Pinto,female,56,52.4,163,B+,Minas Gerais
Leila,Pereira,female,61,92.4,169,A-,São Paulo
Enzo,Martins,male,44,70.1,179,B+,Rio Grande do Norte
Antônio,Melo,male,33,100.0,183,O-,São Paulo
Beatrice,Melo,female,75,59.2,158,B+,Distrito Federal
Rodrigo,Azevedo,male,46,76.7,179,A+,Rio de Janeiro
Danilo,Dias,male,31,99.8,186,O-,São Paulo
Kaua,Cardoso,male,43,103.7,175,B+,São Paulo
Vinícius,Cunha,male,30,107.0,173,O+,Rio Grande do Sul
Arthur,Souza,male,37,79.1,177,A+,Sergipe
Daniel,Melo,male,53,71.3,167,B+,Pernambuco
Antônio,Santos,male,58,113.3,174,A+,São Paulo
Ryan,Dias,male,26,85.6,181,O+,Rio Grande do Sul
Enzo,Barros,male,40,96.9,172,O+,Distrito Federal
Sarah,Araujo,female,73,49.5,171,O+,São Paulo
Otávio,Gomes,male,21,58.4,173,O-,Minas Gerais
Manuela,Oliveira,female,28,81.0,169,O+,Rio Grande do Sul
Larissa,Dias,female,27,75.7,165,O+,São Paulo
André,Souza,male,80,72.0,163,B+,São Paulo
Ana,Barbosa,female,40,65.6,163,B+,São Paulo
Felipe,Barbosa,male,34,109.6,171,O+,Minas Gerais
Julia,Castro,female,23,99.8,163,AB+,Rondônia
Carla,Pinto,female,71,98.3,158,B+,Distrito Federal
Alice,Cavalcanti,female,59,55.2,168,A+,Bahia
Martim,Almeida,male,59,101.7,185,B+,Rio de Janeiro
Diego,Dias,male,48,78.1,178,O+,Bahia
Eduarda,Ferreira,female,21,75.7,160,A+,Rio Grande do Sul
Gabrielle,Araujo,female,48,82.8,153,B+,Santa Catarina
Eduarda,Ribeiro,female,19,83.0,162,AB+,São Paulo
Julian,Gomes,male,25,74.3,172,O-,Goiás
Manuela,Goncalves,female,36,75.6,174,O+,Paraná
Gabriela,Azevedo,female,22,90.7,174,A+,Paraíba
Sophia,Silva,female,65,80.1,162,B+,Alagoas
Gabrielle,Souza,female,29,101.8,164,B+,São Paulo
Breno,Pinto,male,68,89.6,164,A+,São Paulo
Cauã,Castro,male,54,88.5,174,O+,Distrito Federal
Gabrielle,Correia,female,64,91.2,169,B+,São Paulo
Kauã,Lima,male,69,68.5,185,O+,São Paulo
Carolina,Barros,female,81,69.0,164,A+,Mato Grosso do Sul
Leonor,Ferreira,female,38,92.0,164,B+,Minas Gerais
Alice,Cavalcanti,female,36,81.5,159,O+,Minas Gerais
Ryan,Araujo,male,77,64.1,175,O+,Ceará
Fábio,Alves,male,40,98.3,181,O+,Distrito Federal
Larissa,Gomes,female,43,64.6,168,A+,São Paulo
Nicolash,Costa,male,31,91.5,177,B+,Ceará
João,Fernandes,male,62,63.3,178,O+,São Paulo
Douglas,Castro,male,63,62.0,186,O+,Espírito Santo
Diogo,Martins,male,21,62.6,181,A-,São Paulo
Leonardo,Oliveira,male,43,81.8,183,O+,Paraná
Isabela,Goncalves,female,79,87.7,154,O+,Espírito Santo
Luis,Oliveira,male,29,106.4,172,B+,Minas Gerais
